"Location ID","Effective Date","Location Name","Location Usage",Superior Location,Inactive,Latitude,Longitude,Altitude,Time Profile,Locale,Time Zone,Default Currency,Effective Date,Country,Address Line Type,Address Line Data,Municipality,Submunicipality Type,Submunicipality Data,Country Region,Subregion Type,Subregion Data,Postal Code,Public,Primary,Type,Use For,Municipality Local,Country ISO Code,International Phone Code,Phone Number,Phone Extension,Device Type,Public,Primary,Type,Use For
Kuala_Lumpur_inactive,2020-01-01,Kuala Lumpur,BUSINESS SITE,,y,3.1357,101.688,72,Standard_Hours_40,en_US,Asia/Kuala_Lumpur,MYR,2020-01-01,MY,ADDRESS_LINE_1,Menara Bumiputra-Commerce,Kuala Lumpur,,,MYS-10,,,50350,y,y,BUSINESS,BILLING,,MYS,60,321345678,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,ADDRESS_LINE_2,No. 454 Jalan Raja Laut,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Melbourne,2020-01-01,Melbourne,BUSINESS ASSET,,n,-37.813611,144.963056,31,Standard_Hours_38,en_AU,Australia/Sydney,AUD,2020-01-01,AU,ADDRESS_LINE_1,525 Collins Street,Melbourne,,,AUS-VIC,,,3000,y,y,BUSINESS,BILLING,,AUS,61,039614 5800,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,ADDRESS_LINE_2,Suite 5000,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Auckland,2020-01-01,Auckland,BUSINESS ASSET,,n,-36.840417,174.739869,56,Standard_Hours_40,en_NZ,Pacific/Auckland,NZD,2020-01-01,NZ,ADDRESS_LINE_1,188 Quay Street,Auckland,,,NZL-AUK,,,1010,y,y,BUSINESS,BILLING,,NZL,64,09363-2799,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,ADDRESS_LINE_2,Suite 490,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Oslo,2020-01-01,Oslo,BUSINESS ASSET,,n,59.9167,10.75,12,Standard_Hours_40,no_NO,Europe/Oslo,NOK,2020-01-01,NO,ADDRESS_LINE_1,Sonja Henies,Oslo,,,,,,185,y,y,BUSINESS,BILLING,,NOR,47,23 21 20 33,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,ADDRESS_LINE_3,plass 2,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOR,47,23 21 20 35,,Fax,y,n,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT
Dublin,2020-01-01,Dublin,BUSINESS ASSET,,n,53.6077,6.19962,0,Standard_Hours_40,en_IE,Europe/London,EUR,2020-01-01,IE,ADDRESS_LINE_1,4 Barrow Street,Dublin,,,IRL-D,,,D4,y,y,BUSINESS,STREET,,IRL,353,1.441992,,Fax,y,n,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,BILLING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,MAILING,,IRL,353,1.44199,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT
Dubai,2020-01-01,Dubai,BUSINESS ASSET,,n,25.16,55.16,200,Standard_Hours_48,ar_AE,Asia/Muscat,AED,2020-01-01,AE,ADDRESS_LINE_1,"Emirates-Al Ain road intersection, Exit 44",,,,ARE-DU,,,,y,y,BUSINESS,BILLING,,ARE,971,4 426-4344,,Fax,y,n,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,ADDRESS_LINE_2,P.O. Box 6009,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,MAILING,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,ARE,971,4 426-4343,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT
Brussels,2020-01-01,Brussels,BUSINESS ASSET,,n,50.51,4.37849,0,Standard_Hours_40,nl_BE,Europe/Amsterdam,EUR,2020-01-01,BE,ADDRESS_LINE_1,Koloniënstraat,Brussels,,,BEL-BRU,,,1000,y,y,BUSINESS,BILLING,,BEL,32,2646 64 22,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,ADDRESS_LINE_4,11,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEL,32,2646 64 23,,Fax,y,n,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT
Hong_Kong_Bangkok,1/1/12,Bangkok,BUSINESS SITE,Hong_Kong,n,13.45,100.28,4.9,Standard_Hours_48,th_TH,Asia/Bangkok,THB,1/1/12,TH,ADDRESS_LINE_3,Ocean Tower 2,,,,THA-10,REGION_SUBDIVISION_2,Khlong Toei Nuea,10110,y,y,BUSINESS,BILLING,,THA,66,80459 4339,,Fax,y,n,BUSINESS,BILLING
,,,,,,,,,,,,,,,ADDRESS_LINE_1,Sukhumwit 19,,,,,REGION_SUBDIVISION_1,Watthana,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THA,66,80459 4340,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT
San_Francisco_Las_Vegas,11/6/13,Las Vegas,BUSINESS ASSET,San_Francisco,n,36.168161,-115.16439,2181,Standard_Hours_40,en_US,US/Pacific,USD,11/6/13,US,ADDRESS_LINE_1,17001 Vegas Drive,Las Vegas,,,USA-NV,,,89106,y,y,BUSINESS,BILLING,,USA,1,702382-8280,,Fax,y,n,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,1,702382-8282,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT
Singapore_Suntec_Tower_Global_Support_Office,,Global Support Office,WORK SPACE,Singapore_Suntec_Tower_Suite_500B,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Office_of_Global_Support,,Office of Global Support,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Shipping_and_Receiving,,Shipping & Receiving,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Office_of_the_CIO,,Office of the CIO,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Legal_Office_B,,Legal Office B,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Legal_Office_A,,Legal Office A,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2015,,Cubicle 2015,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2014,,Cubicle 2014,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2013,,Cubicle 2013,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2012,,Cubicle 2012,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2011,,Cubicle 2011,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2010,,Cubicle 2010,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2009,,Cubicle 2009,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2008,,Cubicle 2008,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2007,,Cubicle 2007,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1015,,Cubicle 1015,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1014,,Cubicle 1014,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1013,,Cubicle 1013,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1012,,Cubicle 1012,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1011,,Cubicle 1011,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_3015,,Cubicle 3015,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_300,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_3014,,Cubicle 3014,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_300,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_3013,,Cubicle 3013,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_300,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_3012,,Cubicle 3012,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_300,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_3011,,Cubicle 3011,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_300,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_2015,,Cubicle 2015,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_2014,,Cubicle 2014,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_2013,,Cubicle 2013,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_2012,,Cubicle 2012,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_2011,,Cubicle 2011,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_1015,,Cubicle 1015,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_1014,,Cubicle 1014,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_1013,,Cubicle 1013,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_1012,,Cubicle 1012,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Cubicle_1011,,Cubicle 1011,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Office_of_the_CHRO,,Office of the CHRO,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2006,,Cubicle 2006,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2005,,Cubicle 2005,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2004,,Cubicle 2004,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2003,,Cubicle 2003,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2002,,Cubicle 2002,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_2001,,Cubicle 2001,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_200,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1010,,Cubicle 1010,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1009,,Cubicle 1009,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1008,,Cubicle 1008,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1007,,Cubicle 1007,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1006,,Cubicle 1006,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1005,,Cubicle 1005,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1004,,Cubicle 1004,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1003,,Cubicle 1003,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1002,,Cubicle 1002,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_2_Cubicle_1001,,Cubicle 1001,WORK SPACE,San_Francisco_Embarcadero_Tower_2_Suite_100,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore_Suntec_Tower_Cubicle_520,,Cubicle 520,WORK SPACE,Singapore_Suntec_Tower_Suite_500B,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco_Embarcadero_Tower_1_Office_of_the_CEO,,Office of the CEO,WORK SPACE,San_Francisco_Embarcadero_Tower_1_Suite_300,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New_York_1155_Building_Office_of_the_CFO,,Office of the CFO,WORK SPACE,New_York_1155_Building_Suite_1500,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore_Suntec_Tower_Cubicle_519,,Cubicle 519,WORK SPACE,Singapore_Suntec_Tower_Suite_500B,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore_Suntec_Tower_Cubicle_518,,Cubicle 518,WORK SPACE,Singapore_Suntec_Tower_Suite_500B,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore_Suntec_Tower_Cubicle_517,,Cubicle 517,WORK SPACE,Singapore_Suntec_Tower_Suite_500B,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore_Suntec_Tower_Cubicle_516,,Cubicle 516,WORK SPACE,Singapore_Suntec_Tower_Suite_500B,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore_Suntec_Tower_Cubicle_514,,Cubicle 514,WORK SPACE,Singapore_Suntec_Tower_Suite_500B,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Thomas,4/25/19,St. Thomas,BUSINESS SITE,,n,18.3381,-64.8941,0,Standard_Hours_40,en_US,US/Pacific,USD,4/25/19,US,ADDRESS_LINE_1,"#1519, Prindsen Gade",Charlotte Amalie,,,USA-VI,,,802,y,y,BUSINESS,BILLING,,USA,1,3405555555,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Cape_Town,2020-01-01,Cape Town,BUSINESS ASSET,,n,-33.9249,18.4241,0,Standard_Hours_40,en_ZA,Africa/Johannesburg,ZAR,2020-01-01,ZA,ADDRESS_LINE_3,Unit 2 Block A,Cape Town,CITY_SUBDIVISION_1,Southern,,,,7460,y,y,BUSINESS,BILLING,,ZAF,27,114454545,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,ADDRESS_LINE_1,N1 City Mews,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,ADDRESS_LINE_2,Manus Gerber Road,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Seoul,2020-01-01,Seoul,BUSINESS ASSET,,n,37.5665,126.978,0,Standard_Hours_40,ko_KR,Asia/Seoul,KRW,2020-01-01,KR,ADDRESS_LINE_1,"517, Yeongdong-daero",Gangnam-gu,,,KOR-11,,,6164,y,y,BUSINESS,BILLING,,KOR,82,260013004,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Stuttgart,2020-01-01,Stuttgart,BUSINESS ASSET,,n,48.7758,9.1829,0,Standard_Hours_37_5,de_DE,Europe/Berlin,EUR,2020-01-01,DE,ADDRESS_LINE_1,Markplatz 1,Stuttgart,,,DEU-BW,,,70173,y,y,BUSINESS,BILLING,,DEU,49,8001848222,800,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Honolulu,1/1/17,Honolulu,BUSINESS ASSET,,n,21.3069,-157.8583,0,Standard_Hours_40,en_US,Pacific/Honolulu,USD,1/1/17,US,ADDRESS_LINE_1,300 Rodgers Blvd.,Honolulu,,,USA-HI,,,96819,y,y,BUSINESS,BILLING,,USA,1,8088366400,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,1,8088366411,,Fax,y,n,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT
Hagatna,1/1/17,Hagatna,BUSINESS ASSET,,n,13.4763,144.7502,0,Standard_Hours_40,en_US,Pacific/Guam,USD,1/1/17,US,ADDRESS_LINE_1,125 Father Duenas Avenue,Hagatna,,,USA-GU,,,96910,y,y,BUSINESS,BILLING,,GUM,1,6714729000,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUM,1,6714729001,,Fax,y,n,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT
EMEA_Auxiliary_Warehouse_Belfast,,EMEA Auxiliary Warehouse - Belfast,INVENTORY,,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johannesburg,2020-01-01,Johannesburg,BUSINESS ASSET,,n,-26.2041,28.0473,0,Standard_Hours_40,en_ZA,Africa/Johannesburg,ZAR,2020-01-01,ZA,ADDRESS_LINE_3,12,Johannesburg,CITY_SUBDIVISION_1,Woodmead,ZAF-GP,,,2128,y,y,BUSINESS,BILLING,,ZAF,27,01 445 4545,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,ADDRESS_LINE_1,Woodlands,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,MAILING,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Auxiliary_Warehouse_Southeast,,Auxiliary Warehouse - Southeast,INVENTORY,,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Auxiliary_Warehouse_Manchester,,EMEA Auxiliary Warehouse - Manchester,INVENTORY,,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Warehouse_London,,EMEA Warehouse - London,INVENTORY,,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbus,1/1/15,Columbus,BUSINESS ASSET,,n,39.959905,-83.000205,0,Standard_Hours_40,en_US,US/Eastern,USD,1/1/15,US,ADDRESS_LINE_1,108 S High St #100,Columbus,,,USA-OH,,,43215,y,y,BUSINESS,BILLING,,USA,1,614250-0000,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,1,614250-9999,,Fax,y,n,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT
Raleigh,1/1/15,Raleigh,BUSINESS ASSET,,n,35.842985,-78.682306,0,Standard_Hours_40,en_US,US/Eastern,USD,1/1/15,US,ADDRESS_LINE_1,4801 Glenwood Avenue Suite 300,Raleigh,,,USA-NC,,,27612,y,y,BUSINESS,BILLING,,USA,1,919250-0001,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,1,919250-9999,,Fax,y,n,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT
